"cid","name","parent_cid","level"
"50024964","R-热斗传说点卡","99","二级类目"
"50024971","新车/二手车","0","一级类目"
"50024973","新车全款","50024971","二级类目"
"50024975","洁面皂/洁面产品","50448025","三级类目"
"50024980","香皂","50458018","三级类目"
"50024981","搓泥浴宝","50458018","三级类目"
"50024983","身体磨砂膏/去角质膏","50456019","三级类目"
"50024985","漱口水","50448024","三级类目"
"50024992","J-精灵传说点卡","99","二级类目"
"50024993","C-宠物王国点卡","99","二级类目"
"50024997","G-古域点卡","99","二级类目"
"50024998","D-大话水浒点卡","99","二级类目"
"50024999","发膜/护发产品","50464015","三级类目"
"50025004","个性定制/设计服务/DIY","0","一级类目"
"50025007","日用/装饰定制","50025004","二级类目"
"50025008","数码配件定制","50025004","二级类目"
"50025009","服饰箱包定制","50025004","二级类目"
"50025010","饰品定制","50025004","二级类目"
"50025012","其它定制","50025004","二级类目"
"50025017","脚饰定制","50025010","三级类目"
"50025018","耳饰定制","50025010","三级类目"
"50025019","其它饰品定制","50025010","三级类目"
"50025021","扇子定制","50025007","三级类目"
"50025022","照片墙定制","50025007","三级类目"
"50025023","明信片定制","50025007","三级类目"
"50025024","lomo卡定制","50025007","三级类目"
"50025025","钥匙扣定制","50025007","三级类目"
"50025026","餐具定制","50025007","三级类目"
"50025027","碗筷套装定制","50025026","三级类目"
"50025028","杯盖定制","50025026","三级类目"
"50025029","勺子定制","50025026","三级类目"
"50025031","其它日用/装饰定制","50025007","三级类目"
"50025033","手机壳/保护套定制","50025008","三级类目"
"50025034","平板电脑壳/保护套定制","50025008","三级类目"
"50025040","箱包定制","50025009","三级类目"
"50025041","鞋类定制","50025009","三级类目"
"50025042","帽子定制","50025009","三级类目"
"50025043","服装定制","50025009","三级类目"
"50025044","手绘包","50025040","三级类目"
"50025045","其它包类","50025040","三级类目"
"50025046","卡套/卡包/钱包","50025040","三级类目"
"50025047","针织鞋","50025041","三级类目"
"50025048","其它鞋类","50025041","三级类目"
"50025049","鸭舌帽","50025042","三级类目"
"50025050","针织帽","50025042","三级类目"
"50025051","配饰定制","50025009","三级类目"
"50025052","皮带扣","50025051","三级类目"
"50025053","其它配饰定制","50025051","三级类目"
"50025054","诗词定制","50014854","三级类目"
"50025055","其它设计服务","50014854","三级类目"
"50025056","铁艺定制","50025007","三级类目"
"50025057","音乐盒定制","50025007","三级类目"
"50025058","竹地板","50022271","三级类目"
"50025060","Q-倩女幽魂","50011752","三级类目"
"50025061","L-鹿鼎记","50011752","三级类目"
"50025062","Y-佣兵天下","99","二级类目"
"50025063","J-JR01","50011752","三级类目"
"50025065","QQ仙境","50011752","三级类目"
"50025067","QQ仙侠传","50011752","三级类目"
"50025069","A-艾尔之光","50011752","三级类目"
"50025083","D-刀剑2","50011752","三级类目"
"50025085","D-夺宝传世","50011752","三级类目"
"50025086","F-烽火战国","50011752","三级类目"
"50025087","G-古域","50011752","三级类目"
"50025088","H-幻灵游侠","50011752","三级类目"
"50025089","J-精灵牧场","50011752","三级类目"
"50025090","J-九阴真经","50011752","三级类目"
"50025092","L-猎刃","50011752","三级类目"
"50025093","洛奇英雄传","50011752","三级类目"
"50025094","M-梦幻聊斋","50011752","三级类目"
"50025095","M-墨香","50011752","三级类目"
"50025096","N-诺亚传说","50011752","三级类目"
"50025097","P-飘流幻境","50011752","三级类目"
"50025098","Q-奇迹","50011752","三级类目"
"50025099","R-热血世界","50011752","三级类目"
"50025100","S-神鬼世界","50011752","三级类目"
"50025101","S-神武","50011752","三级类目"
"50025102","S-圣魔之血","50011752","三级类目"
"50025103","T-坦克世界","50011752","三级类目"
"50025106","Y-佣兵天下","50011752","三级类目"
"50025107","Y-御龙在天","50011752","三级类目"
"50025108","Y-英雄联盟点卡","99","二级类目"
"50025109","T-坦克世界点卡","99","二级类目"
"50025110","电影/演出/体育赛事","0","一级类目"
"50025111","本地化生活服务","0","一级类目"
"50025113","水电煤/生活缴费","50050489","三级类目"
"50025114","新入网手机号套餐","50008907","二级类目"
"50025115","中国移动新号码套餐","50025114","三级类目"
"50025116","中国联通新号码套餐","50025114","三级类目"
"50025117","中国电信新号码套餐","50025114","三级类目"
"50025122","搬家/搬运服务","50026420","三级类目"
"50025123","企业搬家","50025122","三级类目"
"50025124","物业保洁","50026420","三级类目"
"50025125","保姆/看护","50026420","三级类目"
"50025133","汽车服务","50025111","二级类目"
"50025134","租车服务","124814001","三级类目"
"50025136","汽修服务","50025133","三级类目"
"50025137","代驾服务","124814001","三级类目"
"50025138","加油卡/加油充值","26","二级类目"
"50025141","实物加油卡","50025138","三级类目"
"50025148","马鞍山","50017161","三级类目"
"50025149","淮安","50017159","三级类目"
"50025151","WIFI热点/无线套餐","50008907","二级类目"
"50025155","中国移动CMCC","50025151","三级类目"
"50025156","中国联通china unicom","50025151","三级类目"
"50025157","中国电信china net","50025151","三级类目"
"50025160","高压线","50022774","三级类目"
"50025200","L-洛奇英雄传点卡","99","二级类目"
"50025201","F-风暴战区点卡","99","二级类目"
"50025202","输液椅","50020680","三级类目"
"50025203","牙科椅","50020680","三级类目"
"50025204","护理屏风","50020680","三级类目"
"50025222","调味酱","50009821","三级类目"
"50025240","电脑/电脑配件","50023878","二级类目"
"50025242","相机/摄像机","50023878","二级类目"
"50025243","数码3C产品","50023878","二级类目"
"50025244","家居/日用品","50023878","二级类目"
"50025245","家用电器/影音设备","50023878","二级类目"
"50025247","母婴/儿童用品/玩具","50023878","二级类目"
"50025248","珠宝/黄金/手表","50023878","二级类目"
"50025249","服装/服饰","50023878","二级类目"
"50025250","美容/美颜/香水","50023878","二级类目"
"50025251","书刊音像/文体用品","50023878","二级类目"
"50025252","艺术品/收藏品/古董古玩","50023878","二级类目"
"50025253","宠物/宠物用品","50023878","二级类目"
"50025254","生活服务/票务/卡券","50023878","二级类目"
"50025255","汽摩/电动车/自行车","50023878","二级类目"
"50025256","笔记本电脑","50025240","三级类目"
"50025257","平板电脑","50025240","三级类目"
"50025258","台式机","50025240","三级类目"
"50025259","显示器","50025240","三级类目"
"50025260","台式机配件","50025240","三级类目"
"50025261","网络设备","50023878","二级类目"
"50025262","笔记本配件","50025240","三级类目"
"50025268","摄影摄像服务","124708009","三级类目"
"50025290","旺铺插件","50026563","三级类目"
"50025320","Q-QQ仙侠传","99","二级类目"
"50025321","Z-战地之王AVA","99","二级类目"
"50025322","Q-七雄争霸点卡","99","二级类目"
"50025323","Q-QQ西游点卡","99","二级类目"
"50025361","数码维修工具","50024109","三级类目"
"50025380","18650电池","50003312","三级类目"
"50025381","18650电池盒","50003312","三级类目"
"50025382","电池收纳盒","50024101","三级类目"
"50025386","手机","50023878","二级类目"
"50025387","3C数码","50023878","二级类目"
"50025388","单反镜头","50025242","三级类目"
"50025389","数码单反","50025242","三级类目"
"50025390","普通数码相机","50025242","三级类目"
"50025391","胶片相机","50025242","三级类目"
"50025392","摄像机","50025242","三级类目"
"50025393","其他摄影器材","50025242","三级类目"
"50025394","MP3/MP4/录音笔","50025243","三级类目"
"50025395","游戏设备","50023878","二级类目"
"50025396","游戏软件","50025243","三级类目"
"50025397","U盘","50025243","三级类目"
"50025398","移动硬盘","50025243","三级类目"
"50025399","闪存卡","50025243","三级类目"
"50025400","其他数码","50025243","三级类目"
"50025401","家具","50023878","二级类目"
"50025402","居家日用","50023878","二级类目"
"50025403","家装/建材","50023878","二级类目"
"50025404","家纺布艺","50023878","二级类目"
"50025405","其他居家物品","50025244","三级类目"
"50025406","电视机","50025245","三级类目"
"50025407","洗衣机","50025245","三级类目"
"50025408","空调","50025245","三级类目"
"50025409","冰箱","50025245","三级类目"
"50025410","其他大家电","50025245","三级类目"
"50025411","厨房电器","50025245","三级类目"
"50025412","影音/耳机/HIFI","50025245","三级类目"
"50025413","家用电器","50023878","二级类目"
"50025416","孕产妇用品/营养","50025247","三级类目"
"50025417","童装","50023878","二级类目"
"50025418","玩具乐器","50023878","二级类目"
"50025419","母婴用品","50023878","二级类目"
"50025421","其他母婴用品","50025247","三级类目"
"50025422","翡翠","50025248","三级类目"
"50025423","黄金","50025248","三级类目"
"50025424","玉石","50025248","三级类目"
"50025425","钻石","50025248","三级类目"
"50025426","钟表眼镜","50023878","二级类目"
"50025427","珠宝首饰","50023878","二级类目"
"50025428","女装","50025249","三级类目"
"50025431","女鞋","50025249","三级类目"
"50025432","服饰配件","50023878","二级类目"
"50025435","个护美妆","50023878","二级类目"
"50025436","彩妆","50025250","三级类目"
"50025437","保健护理","50023878","二级类目"
"50025438","香水","50025250","三级类目"
"50025439","美发护发","50025250","三级类目"
"50025440","其他化妆品","50025250","三级类目"
"50025441","图书音像","50023878","二级类目"
"50025442","CD/DVD","50025251","三级类目"
"50025443","期刊杂志","50025251","三级类目"
"50025444","乐器","50025251","三级类目"
"50025445","运动户外","50023878","二级类目"
"50025446","办公用品","50023878","二级类目"
"50025447","其他文体用品","50025251","三级类目"
"50025448","书画","50025252","三级类目"
"50025449","古董收藏","50023878","二级类目"
"50025450","古玩","50025252","三级类目"
"50025451","其他古董艺术品","50025252","三级类目"
"50025452","宠物/用品","50023878","二级类目"
"50025453","宠物用品","50025253","三级类目"
"50025454","宠物食品","50025253","三级类目"
"50025455","其他宠物相关","50025253","三级类目"
"50025456","电影票","50025254","三级类目"
"50025457","演出赛事","50025254","三级类目"
"50025458","折扣券/购物卡","50025254","三级类目"
"50025459","餐饮美食","50025254","三级类目"
"50025460","休闲娱乐","50025254","三级类目"
"50025461","票务娱乐","50023878","二级类目"
"50025462","其他卡券服务","50025254","三级类目"
"50025463","二手整车","50025255","三级类目"
"50025464","汽车/用品","50023878","二级类目"
"50025465","电动车/用品","50023878","二级类目"
"50025466","摩托车/用品","50023878","二级类目"
"50025467","自行车/用品","50023878","二级类目"
"50025468","其他交通工具","50025255","三级类目"
"50025480","T-腾讯绿色征途点卡","99","二级类目"
"50025555","其他特色工艺品","50020857","二级类目"
"50025604","佛珠/念珠","50021048","三级类目"
"50025605","佛珠项链","50025604","三级类目"
"50025606","佛珠挂链","50025604","三级类目"
"50025607","佛珠手链","50025604","三级类目"
"50025614","运动眼镜","50011893","三级类目"
"50025615","3D电视眼镜","50025785","三级类目"
"50025618","理财","0","一级类目"
"50025621","M-魔域掉钱版","99","二级类目"
"50025636","促销工具","50019810","三级类目"
"50025646","Y-游戏蜗牛","99","二级类目"
"50025654","X-侠客列传点卡","99","二级类目"
"50025658","中国古典舞","50016472","三级类目"
"50025659","古典舞服","50025658","三级类目"
"50025660","古典舞配饰","50025658","三级类目"
"50025661","古典舞鞋","50025658","三级类目"
"50025672","池州","50017161","三级类目"
"50025674","调味料","50009821","三级类目"
"50025676","麻油","50050378","三级类目"
"50025680","腌制蔬菜/泡菜/酱菜/脱水蔬菜","50050359","二级类目"
"50025682","南北干货/肉类干货","50016422","二级类目"
"50025683","水饺/馄饨","50025689","三级类目"
"50025684","面食","50025689","三级类目"
"50025687","海鲜丸类","50025689","三级类目"
"50025689","方便速食","50016422","二级类目"
"50025690","蟹类","50050371","三级类目"
"50025691","淡水鱼类","50050371","三级类目"
"50025692","其它","50050371","三级类目"
"50025695","培根","50050573","三级类目"
"50025696","包装即食肠类","50025689","三级类目"
"50025698","泥螺","50050701","三级类目"
"50025699","烤鸭/酱鸭","50050643","三级类目"
"50025700","卤肉类","50050643","三级类目"
"50025701","触摸屏手套","50024109","三级类目"
"50025705","洗护清洁剂/卫生巾/纸/香薰","0","一级类目"
"50025707","度假线路/签证送关/旅游服务","0","一级类目"
"50025710","PSV专用配件","20","二级类目"
"50025711","PSV电池","50025710","三级类目"
"50025712","PSV充电器","50025710","三级类目"
"50025713","PSV保护套/外壳","50025710","三级类目"
"50025714","PSV专用耳机","50025710","三级类目"
"50025715","PSV屏幕贴膜","50025710","三级类目"
"50025716","PSV彩贴/贴纸","50025710","三级类目"
"50025777","葫芦","122242007","三级类目"
"50025778","X-迅雷专区","125950001","三级类目"
"50025783","国内套餐","50019784","三级类目"
"50025784","客栈套餐","50025783","三级类目"
"50025785","电视机配件","50022734","三级类目"
"50025787","平板拖把","50003949","三级类目"
"50025788","胶棉拖把","50003949","三级类目"
"50025791","抹布","50003949","三级类目"
"50025792","扫把及扫把头","50003949","三级类目"
"50025793","钢丝球","50003949","三级类目"
"50025794","精密仪器刷","50007063","三级类目"
"50025795","床刷","50007063","三级类目"
"50025796","扫把","50025792","三级类目"
"50025797","扫把头","50025792","三级类目"
"50025798","海绵擦","50003949","三级类目"
"50025800","浴帘配件","2132","三级类目"
"50025801","地垫","2132","三级类目"
"50025802","粘钩","2132","三级类目"
"50025803","痰盂","2132","三级类目"
"50025804","花洒/淋蓬头","2132","三级类目"
"50025805","卷纸器/纸巾架","2132","三级类目"
"50025806","过滤器/净水器","2132","三级类目"
"50025809","搓衣板","122950008","三级类目"
"50025810","夹子","122950008","三级类目"
"50025811","小型晒衣架","122950008","三级类目"
"50025812","大型晒衣架","122950008","三级类目"
"50025813","晾衣杆","122950008","三级类目"
"50025814","领带架","122950008","三级类目"
"50025820","叠衣板","122950008","三级类目"
"50025821","除尘刷","122950008","三级类目"
"50025822","拖把配件","50003949","三级类目"
"50025823","条状拖把头","50025822","三级类目"
"50025824","胶棉拖把头","50025822","三级类目"
"50025825","尘推头","50025822","三级类目"
"50025826","拖把桶","50025822","三级类目"
"50025827","其他配件","50025822","三级类目"
"50025831","旅游年票/年卡","50012910","三级类目"
"50025832","搭配商品","50023724","二级类目"
"50025836","厨宝","50013474","三级类目"
"50025837","电热水龙头","50013474","三级类目"
"50025838","驱虫用品","21","二级类目"
"50025839","香薰用品","21","二级类目"
"50025842","保暖披肩","50012512","三级类目"
"50025843","保暖手套","50012512","三级类目"
"50025844","暖手贴","50012512","三级类目"
"50025845","桌上暖垫","50012512","三级类目"
"50025846","保暖鞋","50012512","三级类目"
"50025847","居家鞋","50006528","三级类目"
"50025848","发热鞋垫","50012512","三级类目"
"50025849","暖风机","50012512","三级类目"
"50025851","电热毯","21","二级类目"
"50025852","圣诞袜","123000001","三级类目"
"50025853","圣诞帽","123000001","三级类目"
"50025854","圣诞服饰","123000001","三级类目"
"50025855","圣诞鹿","123000001","三级类目"
"50025856","圣诞礼品","123000001","三级类目"
"50025857","圣诞装饰品","123000001","三级类目"
"50025858","门幅","122950001","二级类目"
"50025859","哨子","122950001","二级类目"
"50025860","装扮用品","122950001","二级类目"
"50025861","角色扮演类用品","122950001","二级类目"
"50025862","充气用品","122950001","二级类目"
"50025863","荧光棒","122950001","二级类目"
"50025864","书写板","21","二级类目"
"50025865","整蛊用品","122950001","二级类目"
"50025866","风铃及配件","122968003","三级类目"
"50025867","创意贴纸","122968003","三级类目"
"50025868","创意根雕","122968003","三级类目"
"50025869","创意摆件","122968003","三级类目"
"50025870","创意风筝","122968003","三级类目"
"50025871","创意泥人","122968003","三级类目"
"50025872","创意陶瓷","122968003","三级类目"
"50025873","相框","122968003","三级类目"
"50025878","酒店SPA/足浴/温泉","125058001","三级类目"
"50025880","旅行拍照/婚纱摄影","125058001","三级类目"
"50025883","毛呢大衣","30","二级类目"
"50025884","羽绒裤","30","二级类目"
"50025885","棉裤","30","二级类目"
"50025886","潜水/岸潜/船潜","125058001","三级类目"
"50025888","机场行李托运取送寄存","50024207","三级类目"
"50025889","激活码/新手包","99","二级类目"
"50025891","吸管","122996002","三级类目"
"50025895","抽气泵","122958002","三级类目"
"50025896","桌脚垫","122958002","三级类目"
"50025897","床罩","123016002","三级类目"
"50025898","沙发罩","123016002","三级类目"
"50025899","餐桌罩","123016002","三级类目"
"50025900","电视罩","123016002","三级类目"
"50025901","车罩","123016002","三级类目"
"50025912","保温包","122966001","三级类目"
"50025914","药盒","122958003","三级类目"
"50025916","CD盒","122958003","三级类目"
"50025917","CD包","122964002","三级类目"
"50025918","纸巾盒","122958003","三级类目"
"50025919","首饰盒","122958003","三级类目"
"50025920","牙签盒","122958003","三级类目"
"50025921","文具收纳盒","122958003","三级类目"
"50025922","桌面收纳盒","122958003","三级类目"
"50025923","其他收纳盒","122958003","三级类目"
"50025924","纸巾架","122970001","三级类目"
"50025925","红酒架","122970001","三级类目"
"50025928","卡包/证件包","122964002","三级类目"
"50025937","其他收纳袋","122966001","三级类目"
"50025938","其他收纳篮","122972001","三级类目"
"50025940","收纳柜","122976001","三级类目"
"50025941","衣物收纳柜/简易衣橱","122976001","三级类目"
"50025942","食物收纳盒","122958003","三级类目"
"50025943","内衣收纳盒","122958003","三级类目"
"50025944","卫生巾收纳包","122964002","三级类目"
"50025945","其他收纳","122928002","二级类目"
"50025948","少儿险","50842002","三级类目"
"50025949","旅游保险","50842002","三级类目"
"50025956","笔筒","122974001","三级类目"
"50025961","全案设计","125152003","三级类目"
"50025966","样图/效果图销售","50014854","三级类目"
"50025968","司法拍卖拍品专用","0","一级类目"
"50025969","房产","50025968","二级类目"
"50025970","土地","50025968","二级类目"
"50025971","资产","50025968","二级类目"
"50025972","机动车","50025968","二级类目"
"50025973","林权","50025968","二级类目"
"50025974","矿权","50025968","二级类目"
"50025975","工程","50025968","二级类目"
"50025976","其他","50025968","二级类目"
"50025982","室内休闲玩乐","50026523","二级类目"
"50025984","户外拓展","50026044","三级类目"
"50025985","游戏电玩","50025982","三级类目"
"50025986","桌面游戏","50025982","三级类目"
"50025987","桌球","50025982","三级类目"
"50025989","DIY手工","50025982","三级类目"
"50025996","快餐/小吃/西式快餐","50008075","二级类目"
"50025998","中式快餐/小吃","50025996","三级类目"
"50026002","烧烤/烧肉/烤鱼","50008075","二级类目"
"50026008","酒吧/俱乐部/私人会所","50026523","二级类目"
"50026022","日韩料理/亚洲美食","50008075","二级类目"
"50026023","泰国菜","50026022","三级类目"
"50026024","法国菜","50015758","三级类目"
"50026025","印度菜","50026022","三级类目"
"50026026","牛排/铁板烧","50015758","三级类目"
"50026027","意大利菜","50015758","三级类目"
"50026030","韩国料理","50026022","三级类目"
"50026031","日本料理","50026022","三级类目"
"50026032","披萨","50015758","三级类目"
"50026033","Y-游戏茶苑","99","二级类目"
"50026034","R-热血英豪","99","二级类目"
"50026035","粽子提货券","50019058","三级类目"
"50026036","C-传奇3","99","二级类目"
"50026037","C-超级跑跑","99","二级类目"
"50026039","S-三国杀Online","99","二级类目"
"50026040","C-传世无双","99","二级类目"
"50026043","Z-斩魂","99","二级类目"
"50026044","户外休闲玩乐","50026523","二级类目"
"50026045","W-武魂","99","二级类目"
"50026054","X-星际Ⅱ《自由之翼》畅玩版","99","二级类目"
"50026055","Y-月影传说","99","二级类目"
"50026057","D-大话红楼","99","二级类目"
"50026058","R-热血战队","99","二级类目"
"50026059","J-九鼎传说","99","二级类目"
"50026060","Z-中华英雄","99","二级类目"
"50026061","真人CS","50026044","三级类目"
"50026063","S-三界奇缘","99","二级类目"
"50026064","A-艾尔之光","99","二级类目"
"50026065","W-万王之王3","99","二级类目"
"50026066","H-黄金国度","99","二级类目"
"50026067","Q-全球使命","99","二级类目"
"50026068","S-神话","99","二级类目"
"50026069","S-水浒无双","99","二级类目"
"50026070","T-天道","99","二级类目"
"50026071","X-新战国","99","二级类目"
"50026072","L-亮剑","99","二级类目"
"50026073","B-波克城市","99","二级类目"
"50026076","可乐球","50018025","三级类目"
"50026077","电视机遥控器","50025785","三级类目"
"50026079","茶宠摆件","123004001","三级类目"
"50026081","酒吧","50026008","三级类目"
"50026082","茶道/香炉","123004001","三级类目"
"50026083","农家乐/生态体验","50026044","三级类目"
"50026084","空调配件","50022734","三级类目"
"50026085","手腕花","122998001","三级类目"
"50026086","防城港","50017169","三级类目"
"50026091","境外火车票","124814001","三级类目"
"50026092","水拖","50003949","三级类目"
"50026185","物业服务","50050495","三级类目"
"50026194","雨鞋","50010099","三级类目"
"50026195","创意玩偶","122968003","三级类目"
"50026197","生活配送","50604005","三级类目"
"50026202","改衣","50050489","三级类目"
"50026203","其他社区服务","50050489","三级类目"
"50026223","其他用品","50050538","三级类目"
"50026258","月嫂","50025125","三级类目"
"50026259","育婴师","50025125","三级类目"
"50026260","催乳师","50025125","三级类目"
"50026261","专业营养师","50025125","三级类目"
"50026266","看护/陪护","50025125","三级类目"
"50026271","小型搬家","50025122","三级类目"
"50026272","起重安装","50025122","三级类目"
"50026273","钢琴搬运","50025122","三级类目"
"50026274","空调移机","50025122","三级类目"
"50026275","长途搬家","50025122","三级类目"
"50026276","绳子","122958002","三级类目"
"50026290","婚礼跟拍","50050471","二级类目"
"50026291","婚礼摄影","50050471","二级类目"
"50026295","婚车租赁","124182006","三级类目"
"50026308","婚庆布置/装饰","50050471","二级类目"
"50026309","场地布置","50026308","三级类目"
"50026310","婚车装饰","124182006","三级类目"
"50026312","童鞋/青少年鞋","50012029","二级类目"
"50026316","咖啡/麦片/冲饮","0","一级类目"
"50026317","可可/巧克力饮品","50009857","三级类目"
"50026328","烛台","2801","三级类目"
"50026336","老用户预存优惠","50008907","二级类目"
"50026337","老用户预存送话费","50026336","三级类目"
"50026338","联通存费送费","50026337","三级类目"
"50026339","移动存费送费","50026337","三级类目"
"50026341","东莞","50017168","三级类目"
"50026342","网络原创","33","二级类目"
"50026343","玄幻奇幻","50026342","三级类目"
"50026344","仙侠奇侠","50026342","三级类目"
"50026345","科幻悬疑","50026342","三级类目"
"50026346","历史军事","50026342","三级类目"
"50026347","游戏竞技","50026342","三级类目"
"50026348","都市情感","50026342","三级类目"
"50026349","古典言情","50026342","三级类目"
"50026350","青春校园","50026342","三级类目"
"50026351","幻想穿越","50026342","三级类目"
"50026352","豪门纯爱","50026342","三级类目"
"50026360","冰贴","50010464","三级类目"
"50026361","学前教育","124726006","三级类目"
"50026365","财务/会计培训","124728003","三级类目"
"50026366","建筑地产类培训","124728003","三级类目"
"50026394","越野跑鞋","50019269","三级类目"
"50026395","普通保姆","50025125","三级类目"
"50026398","饮料","50026316","二级类目"
"50026402","防潮垫/抽屉垫","50010099","三级类目"
"50026403","香包/香囊","21","二级类目"
"50026420","家政服务","50025111","二级类目"
"50026422","涉外保姆","50025125","三级类目"
"50026423","临时看护服务","50025125","三级类目"
"50026433","婴童馆服务","50025125","三级类目"
"50026436","D-第九大陆","99","二级类目"
"50026437","冰垫","50010464","三级类目"
"50026438","洁面","50026457","三级类目"
"50026439","化妆水/爽肤水","50026457","三级类目"
"50026440","面部精华","50026457","三级类目"
"50026441","乳液/面霜","50026457","三级类目"
"50026443","防晒/隔离","50026457","三级类目"
"50026449","妊娠纹护理","50026457","三级类目"
"50026450","淡疤护理","50026457","三级类目"
"50026451","腿脚舒缓","50026457","三级类目"
"50026452","纤体紧致","50026457","三级类目"
"50026453","孕产妇漱口水","50026457","三级类目"
"50026454","孕产妇牙膏","50026457","三级类目"
"50026455","其它","50026457","三级类目"
"50026456","孕产妇叶酸","50026460","三级类目"
"50026457","孕产妇护肤/洗护/祛纹","50022517","二级类目"
"50026460","孕产妇营养品","50022517","二级类目"
"50026461","孕产妇DHA","50026460","三级类目"
"50026462","孕产妇维生素","50026460","三级类目"
"50026463","孕产妇钙铁锌","50026460","三级类目"
"50026464","孕产妇牛初乳","50026460","三级类目"
"50026465","孕产妇益生菌","50026460","三级类目"
"50026466","孕产妇鱼肝油","50026460","三级类目"
"50026467","孕产妇防便秘营养品","50026460","三级类目"
"50026468","孕产妇多元营养","50026460","三级类目"
"50026469","产后塑身品","50026460","三级类目"
"50026470","其它","50026460","三级类目"
"50026471","月子营养","50022517","二级类目"
"50026472","月子餐","50026471","三级类目"
"50026473","月子食用油","50026471","三级类目"
"50026474","月子米酒","50026471","三级类目"
"50026475","月乃汤","50026471","三级类目"
"50026476","通乳产品","50026471","三级类目"
"50026477","其它","50026471","三级类目"
"50026519","网页/页面设计/源代码","50014851","三级类目"
"50026520","防霉防蛀","50025838","三级类目"
"50026523","休闲娱乐","0","一级类目"
"50026527","纱窗/纱门","50025838","三级类目"
"50026535","医疗及健康服务","0","一级类目"
"50026537","健康测评","124986001","三级类目"
"50026540","预约就医","125916001","三级类目"
"50026541","网上挂号","50026540","三级类目"
"50026544","医疗美容","125912001","三级类目"
"50026545","其他","50026544","三级类目"
"50026546","整形手术","125912001","三级类目"
"50026547","口腔护理/治疗","125912001","三级类目"
"50026548","中医养生","125916001","三级类目"
"50026549","一次性餐桌用品套装","122970002","三级类目"
"50026550","厨房小工具套装","50008281","三级类目"
"50026551","烹饪工具套装","50010101","三级类目"
"50026552","烘焙器具套装","50012550","三级类目"
"50026553","烧烤用具套装","50012549","三级类目"
"50026554","火锅/干锅/豆捞","50008075","二级类目"
"50026555","购物提货券","0","一级类目"
"50026558","奶茶/冷饮店","50019073","三级类目"
"50026563","旺铺/插件","50018588","三级类目"
"50026564","互动营销","50019810","三级类目"
"50026565","促销模版","50019810","三级类目"
"50026568","其他休闲娱乐","50026523","二级类目"
"50026604","眼部护理","50026544","三级类目"
"50026617","箱包相关配件","50006842","二级类目"
"50026618","宁德","50017162","三级类目"
"50026621","漳州","50017162","三级类目"
"50026627","教学服务","50014927","二级类目"
"50026645","泰安","50017164","三级类目"
"50026651","棉裤/羽绒裤","1622","三级类目"
"50026659","J-九阴真经点卡","99","二级类目"
"50026666","婚礼表演","50050471","二级类目"
"50026667","婚庆视频/素材/资料","124752006","三级类目"
"50026696","专业回收","50023878","二级类目"
"50026700","皮革清洗养护","124420006","三级类目"
"50026800","保健食品/膳食营养补充食品","0","一级类目"
"50026802","维生素/矿物质","123378001","三级类目"
"50026803","海洋生物类","123378001","三级类目"
"50026804","菌/菇/微生物发酵","123378001","三级类目"
"50026805","蛋白粉/氨基酸/胶原蛋白","123378001","三级类目"
"50026806","膳食纤维/碳水化合物","123378001","三级类目"
"50026807","植物精华/提取物","123378001","三级类目"
"50026808","动物精华/提取物","123378001","三级类目"
"50026809","膳食补充剂型饮料","123634001","三级类目"
"50026821","氨基酸","50026805","三级类目"
"50026822","骨胶原蛋白","50026805","三级类目"
"50026823","乳清蛋白","50026805","三级类目"
"50026824","大豆分离蛋白","50026805","三级类目"
"50026825","精氨酸","50026805","三级类目"
"50026826","胶原蛋白","50026805","三级类目"
"50026828","鱼蛋白","50026805","三级类目"
"50026829","混合蛋白","50026805","三级类目"
"50026830","支链氨基酸","50026805","三级类目"
"50026831","肽类","50026805","三级类目"
"50026844","牛初乳","50026808","三级类目"
"50026845","羊胎盘提取物","50026808","三级类目"
"50026847","袋鼠精","50026808","三级类目"
"50026848","鹿产品提取物","50026808","三级类目"
"50026849","林蛙油提取物","50026808","三级类目"
"50026857","褪黑素/松果体素","50026805","三级类目"
"50026859","谷氨酰胺","50026805","三级类目"
"50026863","珍珠粉","50026803","三级类目"
"50026864","虾青素","50026803","三级类目"
"50026865","牡蛎/贝类提取物","50026803","三级类目"
"50026866","海狗/海豹油","50026803","三级类目"
"50026867","沙丁鱼提取物","50026803","三级类目"
"50026868","螺旋藻/藻类提取物","50026803","三级类目"
"50026869","鲨鱼软骨素","50026803","三级类目"
"50026871","角鲨烯","50026803","三级类目"
"50026872","鱼油/深海鱼油","50026803","三级类目"
"50026873","氨基葡萄糖","50026803","三级类目"
"50026874","甲壳素","50026803","三级类目"
"50026887","辅酶Q10","50026804","三级类目"
"50026891","红曲","50026804","三级类目"
"50026892","益生菌","50026804","三级类目"
"50026893","酵素","50026804","三级类目"
"50026903","隐形眼镜伴侣","50023722","二级类目"
"50026904","膳食纤维/果蔬纤维","50026806","三级类目"
"50026905","生物多糖","50026806","三级类目"
"50026906","低聚糖/寡糖","50026806","三级类目"
"50026912","硒","50026802","三级类目"
"50026913","维生素K","50026802","三级类目"
"50026914","维生素AD","50026802","三级类目"
"50026915","钙镁","50026802","三级类目"
"50026916","铁","50026802","三级类目"
"50026917","B族维生素","50026802","三级类目"
"50026918","钙","50026802","三级类目"
"50026919","维生素E/小麦胚芽油","50026802","三级类目"
